region_id,make_model,number_deployed,equipment_type
3838,Verity Scan (Hart),13,Scanner
3839,ExpressVote (ES&S),0,Ballot Marking Device
3840,ExpressVote (ES&S),2223,Ballot Marking Device
3840,ExpressTouch (ES&S),356,DRE no VVPAT
3840,DS200 (ES&S),369,Scanner
3840,DS450 (ES&S),4,Scanner
3840,DS850 (ES&S),1,Scanner
3841,ExpressVote (ES&S),0,Ballot Marking Device
3841,DS200 (ES&S),9,Scanner
3842,ExpressVote (ES&S),7,Ballot Marking Device
3842,DS200 (ES&S),7,Scanner
3843,ExpressVote (ES&S),13,Ballot Marking Device
3843,DS200 (ES&S),14,Scanner
3844,ExpressVote (ES&S),206,Ballot Marking Device
3844,DS200 (ES&S),31,Scanner
3844,DS450 (ES&S),2,Scanner
3845,Verity Touch Writer (Hart),656,Ballot Marking Device
3845,Verity Central (Hart),1,Scanner
3845,Verity Scan (Hart),64,Scanner
3846,Other: VERITY DUO,347,Ballot Marking Device
3846,Verity Central (Hart),2,Scanner
3846,Verity Scan (Hart),35,Scanner
3847,ExpressVote (ES&S),10,Ballot Marking Device
3847,DS200 (ES&S),4,Scanner
3848,ExpressVote (ES&S),10,Ballot Marking Device
3848,DS200 (ES&S),2,Scanner
3849,Verity Touch DRE (Hart),7,DRE no VVPAT
3849,Verity Scan (Hart),7,Scanner
3850,Verity Touch Writer (Hart),98,Ballot Marking Device
3850,Verity Scan (Hart),17,Scanner
3851,Other: HART DUOS VEERITY 2.5,40,Ballot Marking Device
3851,Verity Scan (Hart),12,Scanner
3852,eSlate (Hart),150,DRE no VVPAT
3852,Other: KODAK I260,1,Scanner
3852,Other: KODAK I620,1,Scanner
3853,ExpressVote (ES&S),110,Ballot Marking Device
3853,DS200 (ES&S),21,Scanner
3853,DS450 (ES&S),1,Scanner
3854,AutoMARK (ES&S),11,Ballot Marking Device
3854,DS450 (ES&S),1,Scanner
3855,Verity Touch Writer (Hart),38,Ballot Marking Device
3855,Verity Scan (Hart),8,Scanner
3856,ExpressVote (ES&S),91,Ballot Marking Device
3856,DS200 (ES&S),65,Scanner
3856,DS300 (ES&S),25,Scanner
3856,DS450 (ES&S),2,Scanner
3857,ExpressVote (ES&S),4,Ballot Marking Device
3858,ExpressVote (ES&S),30,Ballot Marking Device
3858,DS450 (ES&S),1,Scanner
3859,Verity Touch Writer (Hart),0,Ballot Marking Device
3859,Verity Scan (Hart),14,Scanner
3860,eSlate (Hart),19,DRE no VVPAT
3861,Verity Touch Writer (Hart),110,Ballot Marking Device
3861,Verity Central (Hart),1,Scanner
3861,Verity Scan (Hart),17,Scanner
3862,Verity Touch Writer (Hart),74,Ballot Marking Device
3862,Verity Scan (Hart),23,Scanner
3863,ExpressVote (ES&S),14,Ballot Marking Device
3863,DS200 (ES&S),6,Scanner
3864,ExpressVote (ES&S),52,Ballot Marking Device
3864,DS200 (ES&S),15,Scanner
3865,ExpressVote (ES&S),8,Ballot Marking Device
3865,DS200 (ES&S),5,Scanner
3866,Verity Touch Writer (Hart),14,Ballot Marking Device
3866,Verity Scan (Hart),5,Scanner
3867,ExpressVote (ES&S),17,Ballot Marking Device
3867,DS200 (ES&S),6,Scanner
3868,ExpressVote (ES&S),1251,Ballot Marking Device
3868,ExpressTouch (ES&S),172,DRE no VVPAT
3868,DS200 (ES&S),184,Scanner
3868,DS450 (ES&S),2,Scanner
3868,DS850 (ES&S),2,Scanner
3869,AutoMARK (ES&S),7,Ballot Marking Device
3870,ExpressVote (ES&S),23,Ballot Marking Device
3870,DS200 (ES&S),15,Scanner
3871,Verity Touch Writer (Hart),260,Ballot Marking Device
3871,Verity Scan (Hart),34,Scanner
3873,Verity Touch Writer (Hart),19,Ballot Marking Device
3873,Verity Scan (Hart),8,Scanner
3874,ExpressVote (ES&S),117,Ballot Marking Device
3874,DS200 (ES&S),9,Scanner
3874,DS450 (ES&S),1,Scanner
3875,Verity Touch Writer (Hart),106,Ballot Marking Device
3875,Verity Scan (Hart),26,Scanner
3876,ExpressVoteXL (ES&S),8,Ballot Marking Device
3876,DS200 (ES&S),6,Scanner
3877,ExpressVote (ES&S),18,Ballot Marking Device
3877,DS200 (ES&S),4,Scanner
3878,ExpressVote (ES&S),23,Ballot Marking Device
3878,DS200 (ES&S),6,Scanner
3879,Verity Touch Writer (Hart),5,Ballot Marking Device
3879,Verity Scan (Hart),5,Scanner
3881,ExpressVote (ES&S),20,Ballot Marking Device
3881,DS200 (ES&S),6,Scanner
3882,ExpressVote (ES&S),3804,Ballot Marking Device
3882,DS200 (ES&S),538,Scanner
3883,Verity Touch Writer (Hart),23,Ballot Marking Device
3883,eScan (Hart),11,Scanner
3884,Verity Touch Writer (Hart),34,Ballot Marking Device
3884,Verity Scan (Hart),5,Scanner
3885,Verity Touch Writer (Hart),8,Ballot Marking Device
3885,eScan (Hart),9,Scanner
3886,Verity Touch Writer (Hart),204,Ballot Marking Device
3886,Verity Central (Hart),3,Scanner
3886,Verity Scan (Hart),204,Scanner
3887,Verity Touch Writer (Hart),47,Ballot Marking Device
3887,Verity Scan (Hart),9,Scanner
3888,Verity Touch Writer (Hart),7,Ballot Marking Device
3888,Verity Central (Hart),1,Scanner
3888,Verity Scan (Hart),3,Scanner
3890,ExpressVote (ES&S),7,Ballot Marking Device
3891,Verity Touch Writer (Hart),15,Ballot Marking Device
3891,Verity Scan (Hart),15,Scanner
3892,Verity Touch Writer (Hart),0,Ballot Marking Device
3892,Verity Scan (Hart),0,Scanner
3893,Verity Touch Writer (Hart),151,Ballot Marking Device
3893,Verity Central (Hart),1,Scanner
3893,Verity Scan (Hart),28,Scanner
3894,ExpressVote (ES&S),6,Ballot Marking Device
3894,DS300 (ES&S),6,Scanner
3895,ExpressVote (ES&S),407,Ballot Marking Device
3895,DS200 (ES&S),39,Scanner
3895,DS450 (ES&S),1,Scanner
3896,ExpressVote (ES&S),994,Ballot Marking Device
3896,DS200 (ES&S),156,Scanner
3896,DS450 (ES&S),2,Scanner
3897,ExpressVote (ES&S),85,Ballot Marking Device
3897,DS200 (ES&S),15,Scanner
3898,Verity Touch Writer (Hart),14,Ballot Marking Device
3898,Verity Scan (Hart),13,Scanner
3899,Verity Touch Writer (Hart),67,Ballot Marking Device
3899,Verity Central (Hart),1,Scanner
3899,Verity Scan (Hart),16,Scanner
3900,ExpressVote (ES&S),29,Ballot Marking Device
3900,DS200 (ES&S),2,Scanner
3901,ExpressVote (ES&S),16,Ballot Marking Device
3901,DS200 (ES&S),7,Scanner
3902,Verity Touch Writer (Hart),11,Ballot Marking Device
3902,Verity Scan (Hart),0,Scanner
3903,eSlate (Hart),6,DRE no VVPAT
3903,eScan (Hart),1,Scanner
3904,ExpressVote (ES&S),600,Ballot Marking Device
3904,ExpressTouch (ES&S),130,DRE no VVPAT
3904,DS200 (ES&S),120,Scanner
3904,DS450 (ES&S),2,Scanner
3905,ExpressVote (ES&S),8,Ballot Marking Device
3905,DS200 (ES&S),10,Scanner
3908,Verity Touch Writer (Hart),0,Ballot Marking Device
3908,Verity Central (Hart),1,Scanner
3908,Verity Scan (Hart),6,Scanner
3909,Other: VERITY DUO GO,120,Ballot Marking Device
3909,Other: VERITY TOUCH DUO,480,Ballot Marking Device
3909,Verity Scan (Hart),105,Scanner
3910,ExpressVote (ES&S),10,Ballot Marking Device
3910,DS200 (ES&S),5,Scanner
3911,Verity Scan (Hart),15,Scanner
3913,ExpressVote (ES&S),12,Ballot Marking Device
3913,DS200 (ES&S),11,Scanner
3914,ExpressVote (ES&S),32,Ballot Marking Device
3914,DS200 (ES&S),16,Scanner
3916,ExpressVote (ES&S),250,Ballot Marking Device
3916,DS200 (ES&S),47,Scanner
3916,DS450 (ES&S),1,Scanner
3917,Verity Touch Writer (Hart),130,Ballot Marking Device
3917,Verity Central (Hart),1,Scanner
3917,Verity Scan (Hart),27,Scanner
3918,Verity Touch Writer (Hart),52,Ballot Marking Device
3918,Verity Scan (Hart),14,Scanner
3919,ExpressVote (ES&S),247,Ballot Marking Device
3919,ExpressTouch (ES&S),59,DRE no VVPAT
3919,DS200 (ES&S),61,Scanner
3919,DS450 (ES&S),1,Scanner
3920,Verity Touch Writer (Hart),92,Ballot Marking Device
3920,eScan (Hart),17,Scanner
3921,ExpressVote (ES&S),6,Ballot Marking Device
3921,ExpressTouch (ES&S),6,DRE no VVPAT
3921,DS200 (ES&S),3,Scanner
3922,ExpressVote (ES&S),11,Ballot Marking Device
3922,DS200 (ES&S),13,Scanner
3923,ExpressVote (ES&S),7,Ballot Marking Device
3924,ExpressVote (ES&S),6,Ballot Marking Device
3925,Verity Touch Writer (Hart),23,Ballot Marking Device
3925,Verity Scan (Hart),28,Scanner
3926,Other: VERITY DUO (HART),13163,Ballot Marking Device
3926,Verity Scan (Hart),2486,Scanner
3927,"Other: HART VERITY DUO (BALLOT MARKERS), CONTROLLERS, SCANNERS",144,Ballot Marking Device
3928,ExpressVote (ES&S),15,Ballot Marking Device
3928,DS200 (ES&S),7,Scanner
3929,AutoMARK (ES&S),11,Ballot Marking Device
3929,DS200 (ES&S),10,Scanner
3930,Verity Touch Writer (Hart),552,Ballot Marking Device
3930,Verity Central (Hart),1,Scanner
3930,Verity Scan (Hart),67,Scanner
3931,ExpressVote (ES&S),9,Ballot Marking Device
3931,DS200 (ES&S),3,Scanner
3932,ExpressVote (ES&S),170,Ballot Marking Device
3932,DS200 (ES&S),28,Scanner
3933,Verity Touch Writer (Hart),1312,Ballot Marking Device
3933,Verity Scan (Hart),240,Scanner
3934,Verity Scan (Hart),13,Scanner
3935,ExpressVote (ES&S),14,Ballot Marking Device
3935,DS200 (ES&S),3,Scanner
3935,DS450 (ES&S),1,Scanner
3936,Verity Touch Writer (Hart),128,Ballot Marking Device
3936,Verity Central (Hart),1,Scanner
3936,Verity Scan (Hart),12,Scanner
3937,Other: VERITY CONTROLLER (HART),17,Ballot Marking Device
3937,Other: VERITY DUO (HART),79,Ballot Marking Device
3937,Verity Scan (Hart),17,Scanner
3938,ExpressVote (ES&S),63,Ballot Marking Device
3938,DS450 (ES&S),1,Scanner
3939,ExpressVote (ES&S),51,Ballot Marking Device
3939,DS200 (ES&S),6,Scanner
3940,Verity Scan (Hart),9,Scanner
3941,Verity Touch Writer (Hart),62,Ballot Marking Device
3941,eScan (Hart),42,Scanner
3942,ExpressVote (ES&S),31,Ballot Marking Device
3942,DS200 (ES&S),12,Scanner
3943,Verity Touch Writer (Hart),8,Ballot Marking Device
3943,Verity Scan (Hart),4,Scanner
3944,Verity Touch DRE (Hart),24,DRE no VVPAT
3944,Verity Scan (Hart),6,Scanner
3945,ExpressVote (ES&S),31,Ballot Marking Device
3945,DS200 (ES&S),11,Scanner
3946,ExpressVote (ES&S),20,Ballot Marking Device
3946,DS200 (ES&S),20,Scanner
3947,ExpressVote (ES&S),18,Ballot Marking Device
3947,DS200 (ES&S),3,Scanner
3948,ExpressVote (ES&S),282,Ballot Marking Device
3948,DS200 (ES&S),61,Scanner
3948,DS450 (ES&S),2,Scanner
3949,Verity Touch Writer (Hart),5,Ballot Marking Device
3949,eScan (Hart),6,Scanner
3950,Verity Scan (Hart),18,Scanner
3951,ExpressVote (ES&S),55,Ballot Marking Device
3951,DS950 (ES&S),1,Scanner
3952,ExpressVote (ES&S),51,Ballot Marking Device
3952,DS200 (ES&S),9,Scanner
3953,Other: VERITY DUO STANDALONE,24,Ballot Marking Device
3953,Verity Scan (Hart),14,Scanner
3954,ExpressVote (ES&S),356,Ballot Marking Device
3954,DS200 (ES&S),33,Scanner
3954,DS450 (ES&S),1,Scanner
3955,ExpressVote (ES&S),90,Ballot Marking Device
3955,DS200 (ES&S),16,Scanner
3956,ExpressVote (ES&S),5,Ballot Marking Device
3956,DS200 (ES&S),4,Scanner
3958,Verity Touch DRE (Hart),20,DRE no VVPAT
3958,Verity Scan (Hart),20,Scanner
3959,Verity Scan (Hart),6,Scanner
3960,ExpressVote (ES&S),4,Ballot Marking Device
3961,ExpressVote (ES&S),4,Ballot Marking Device
3962,AutoMARK (ES&S),15,Ballot Marking Device
3962,DS200 (ES&S),17,Scanner
3963,ExpressVote (ES&S),3,Ballot Marking Device
3963,DS450 (ES&S),1,Scanner
3964,ExpressVote (ES&S),36,Ballot Marking Device
3964,DS200 (ES&S),26,Scanner
3965,ExpressVote (ES&S),30,Ballot Marking Device
3965,DS200 (ES&S),2,Scanner
3965,DS450 (ES&S),1,Scanner
3966,ExpressVote (ES&S),39,Ballot Marking Device
3966,DS200 (ES&S),7,Scanner
3967,eScan (Hart),0,Scanner
3968,ExpressVote (ES&S),62,Ballot Marking Device
3968,DS200 (ES&S),13,Scanner
3969,ExpressVote (ES&S),35,Ballot Marking Device
3969,ExpressTouch (ES&S),10,DRE no VVPAT
3969,DS200 (ES&S),10,Scanner
3970,ExpressVote (ES&S),72,Ballot Marking Device
3970,DS200 (ES&S),0,Scanner
3971,Verity Touch Writer (Hart),22,Ballot Marking Device
3971,Verity Scan (Hart),22,Scanner
3972,iVotronic (ES&S),63,DRE no VVPAT
3972,M100 (ES&S),4,Scanner
3973,Verity Touch Writer (Hart),10,Ballot Marking Device
3973,Verity Scan (Hart),5,Scanner
3974,Verity Touch Writer (Hart),18,Ballot Marking Device
3974,Verity Scan (Hart),15,Scanner
3975,Verity Touch Writer (Hart),52,Ballot Marking Device
3975,Verity Scan (Hart),9,Scanner
3977,Verity Touch Writer (Hart),1014,Ballot Marking Device
3977,Verity Touch Writer (Hart),1014,Ballot Marking Device
3977,Verity Scan (Hart),128,Scanner
3978,ExpressVote (ES&S),22,Ballot Marking Device
3978,DS200 (ES&S),5,Scanner
3979,Verity Touch Writer (Hart),9,Ballot Marking Device
3979,Verity Scan (Hart),9,Scanner
3980,Other: VERITY DUO STANDALONE,72,Ballot Marking Device
3980,Verity Scan (Hart),0,Scanner
3981,ExpressVote (ES&S),6,Ballot Marking Device
3981,DS200 (ES&S),6,Scanner
3982,Verity Scan (Hart),5,Scanner
3983,Verity Touch Writer (Hart),35,Ballot Marking Device
3983,eScan (Hart),8,Scanner
3984,Verity Touch Writer (Hart),15,Ballot Marking Device
3984,eScan (Hart),7,Scanner
3987,AutoMARK (ES&S),15,Ballot Marking Device
3987,M650 (ES&S),1,Scanner
3988,Verity Touch Writer (Hart),177,Ballot Marking Device
3988,Verity Scan (Hart),19,Scanner
3989,Verity Scan (Hart),4,Scanner
3990,ExpressVote (ES&S),235,Ballot Marking Device
3990,DS200 (ES&S),30,Scanner
3990,DS450 (ES&S),1,Scanner
3991,Verity Touch Writer (Hart),49,Ballot Marking Device
3991,eScan (Hart),12,Scanner
3992,Verity Touch Writer (Hart),8,Ballot Marking Device
3992,Verity Scan (Hart),8,Scanner
3993,ExpressVote (ES&S),16,Ballot Marking Device
3993,DS200 (ES&S),6,Scanner
3994,ExpressVote (ES&S),40,Ballot Marking Device
3994,DS200 (ES&S),15,Scanner
3995,Other: HART VERITY DUO VERSION 2.5,1928,Ballot Marking Device
3995,Verity Central (Hart),1,Scanner
3995,Verity Scan (Hart),292,Scanner
3996,ExpressVote (ES&S),36,Ballot Marking Device
3996,DS200 (ES&S),9,Scanner
3997,ExpressVote (ES&S),15,Ballot Marking Device
3997,DS200 (ES&S),9,Scanner
3998,Verity Touch Writer (Hart),8,Ballot Marking Device
3998,Verity Scan (Hart),8,Scanner
3999,Other: HART VERITY DUO STANDALONE WITH ACCESS,20,Ballot Marking Device
3999,Verity Central (Hart),3,Scanner
4000,ExpressVote (ES&S),103,Ballot Marking Device
4000,DS200 (ES&S),20,Scanner
4001,ExpressVote (ES&S),17,Ballot Marking Device
4001,DS450 (ES&S),1,Scanner
4002,ExpressVote (ES&S),30,Ballot Marking Device
4002,DS200 (ES&S),9,Scanner
4004,ExpressVote (ES&S),5,Ballot Marking Device
4004,DS200 (ES&S),6,Scanner
4005,ExpressVote (ES&S),9,Ballot Marking Device
4005,DS200 (ES&S),6,Scanner
4006,ExpressVote (ES&S),180,Ballot Marking Device
4006,DS200 (ES&S),26,Scanner
4006,DS850 (ES&S),1,Scanner
4007,Verity Touch Writer (Hart),83,Ballot Marking Device
4007,Verity Scan (Hart),18,Scanner
4008,ExpressVoteXL (ES&S),0,Ballot Marking Device
4008,DS200 (ES&S),0,Scanner
4009,Verity Touch Writer (Hart),286,Ballot Marking Device
4009,Verity Scan (Hart),49,Scanner
4010,ExpressVote (ES&S),20,Ballot Marking Device
4010,DS200 (ES&S),5,Scanner
4011,ExpressVote (ES&S),28,Ballot Marking Device
4011,DS200 (ES&S),14,Scanner
4013,Verity Touch Writer (Hart),197,Ballot Marking Device
4013,Verity Central (Hart),0,Scanner
4013,Verity Scan (Hart),36,Scanner
4015,Other: HART DUO,20,Ballot Marking Device
4015,Verity Scan (Hart),10,Scanner
4016,Other: HART INTERCIVIC VERITY DUO,255,Ballot Marking Device
4016,Verity Central (Hart),2,Scanner
4016,Verity Scan (Hart),41,Scanner
4017,Other: VERITY DUO,10,Ballot Marking Device
4017,Verity Scan (Hart),5,Scanner
4018,ExpressVote (ES&S),13,Ballot Marking Device
4019,Verity Touch Writer (Hart),17,Ballot Marking Device
4019,Verity Scan (Hart),10,Scanner
4020,ExpressVote (ES&S),25,Ballot Marking Device
4020,DS300 (ES&S),8,Scanner
4020,DS450 (ES&S),1,Scanner
4021,Verity Touch Writer (Hart),26,Ballot Marking Device
4021,Verity Scan (Hart),11,Scanner
4022,Verity Touch Writer (Hart),5,Ballot Marking Device
4022,Verity Scan (Hart),5,Scanner
4023,AutoMARK (ES&S),15,Ballot Marking Device
4023,DS200 (ES&S),13,Scanner
4024,ExpressVote (ES&S),126,Ballot Marking Device
4024,DS200 (ES&S),17,Scanner
4024,DS450 (ES&S),1,Scanner
4025,Verity Touch Writer (Hart),0,Ballot Marking Device
4025,eScan (Hart),7,Scanner
4026,ExpressVote (ES&S),12,Ballot Marking Device
4026,DS450 (ES&S),1,Scanner
4027,Verity Touch Writer (Hart),16,Ballot Marking Device
4027,Verity Scan (Hart),8,Scanner
4028,Verity Touch Writer (Hart),13,Ballot Marking Device
4028,Verity Scan (Hart),13,Scanner
4029,Verity Touch Writer (Hart),48,Ballot Marking Device
4029,Verity Scan (Hart),8,Scanner
4030,Verity Touch Writer (Hart),151,Ballot Marking Device
4030,Verity Central (Hart),0,Scanner
4030,Verity Scan (Hart),13,Scanner
4032,ExpressVote (ES&S),10,Ballot Marking Device
4032,DS200 (ES&S),6,Scanner
4033,ExpressVote (ES&S),47,Ballot Marking Device
4033,DS200 (ES&S),8,Scanner
4034,Verity Touch Writer (Hart),6,Ballot Marking Device
4034,eScan (Hart),6,Scanner
4036,ExpressVote (ES&S),8,Ballot Marking Device
4036,DS200 (ES&S),3,Scanner
4037,ExpressVote (ES&S),370,Ballot Marking Device
4037,DS200 (ES&S),63,Scanner
4038,ExpressVote (ES&S),30,Ballot Marking Device
4038,DS200 (ES&S),4,Scanner
4039,DS200 (ES&S),14,Scanner
4040,ExpressVote (ES&S),5,Ballot Marking Device
4040,DS200 (ES&S),5,Scanner
4042,AutoMARK (ES&S),10,Ballot Marking Device
4042,DS200 (ES&S),2,Scanner
4043,ExpressVote (ES&S),14,Ballot Marking Device
4043,DS200 (ES&S),3,Scanner
4044,ExpressVote (ES&S),13,Ballot Marking Device
4044,DS200 (ES&S),6,Scanner
4045,Verity Touch Writer (Hart),3369,Ballot Marking Device
4045,Verity Central (Hart),3,Scanner
4045,Verity Scan (Hart),429,Scanner
4046,Verity Touch Writer (Hart),316,Ballot Marking Device
4046,Verity Scan (Hart),46,Scanner
4048,ExpressVote (ES&S),7,Ballot Marking Device
4048,DS200 (ES&S),7,Scanner
4049,Verity Touch Writer (Hart),10,Ballot Marking Device
4049,Verity Scan (Hart),3,Scanner
4050,Verity Scan (Hart),21,Scanner
4051,Verity Touch Writer (Hart),141,Ballot Marking Device
4051,Verity Central (Hart),0,Scanner
4051,Verity Scan (Hart),25,Scanner
4052,ExpressVote (ES&S),1805,Ballot Marking Device
4052,DS200 (ES&S),243,Scanner
4052,DS850 (ES&S),2,Scanner
4052,DS950 (ES&S),2,Scanner
4053,ExpressVote (ES&S),20,Ballot Marking Device
4054,DS200 (ES&S),18,Scanner
4055,Verity Touch Writer (Hart),0,Ballot Marking Device
4055,Verity Scan (Hart),18,Scanner
4056,ExpressVote (ES&S),13,Ballot Marking Device
4056,DS200 (ES&S),5,Scanner
4057,Verity Touch Writer (Hart),16,Ballot Marking Device
4057,Verity Scan (Hart),13,Scanner
4058,ExpressVote (ES&S),85,Ballot Marking Device
4058,DS200 (ES&S),25,Scanner
4058,DS450 (ES&S),1,Scanner
4059,Verity Central (Hart),1,Scanner
4059,Verity Scan (Hart),19,Scanner
4060,ExpressVote (ES&S),0,Ballot Marking Device
4060,DS300 (ES&S),39,Scanner
4060,DS950 (ES&S),1,Scanner
4061,ExpressVote (ES&S),150,Ballot Marking Device
4061,DS200 (ES&S),12,Scanner
4062,Verity Touch Writer (Hart),0,Ballot Marking Device
4062,Verity Scan (Hart),0,Scanner
4063,Verity Touch Writer (Hart),6,Ballot Marking Device
4063,Verity Scan (Hart),1,Scanner
4064,ExpressVote (ES&S),24,Ballot Marking Device
4064,DS200 (ES&S),3,Scanner
4064,DS450 (ES&S),1,Scanner
4065,ExpressVote (ES&S),350,Ballot Marking Device
4065,DS200 (ES&S),54,Scanner
4066,ExpressVote (ES&S),59,Ballot Marking Device
4066,DS200 (ES&S),0,Scanner
4067,Verity Touch Writer (Hart),18,Ballot Marking Device
4068,Verity Touch Writer (Hart),212,Ballot Marking Device
4068,Verity Central (Hart),1,Scanner
4068,Verity Scan (Hart),27,Scanner
4069,Verity Touch Writer (Hart),6,Ballot Marking Device
4069,eScan (Hart),7,Scanner
4071,ExpressVote (ES&S),259,Ballot Marking Device
4071,DS200 (ES&S),82,Scanner
4071,DS300 (ES&S),0,Scanner
4072,ExpressVote (ES&S),30,Ballot Marking Device
4072,DS200 (ES&S),14,Scanner
4074,Verity Touch Writer (Hart),151,Ballot Marking Device
4074,Verity Central (Hart),1,Scanner
4074,Verity Scan (Hart),25,Scanner
4075,Verity Touch Writer (Hart),18,Ballot Marking Device
4075,Verity Scan (Hart),19,Scanner
4076,ExpressVote (ES&S),0,Ballot Marking Device
4076,DS200 (ES&S),4,Scanner
4077,Verity Touch Writer (Hart),0,Ballot Marking Device
4077,Verity Scan (Hart),9,Scanner
4078,Verity Touch DRE (Hart),8,DRE no VVPAT
4078,Verity Central (Hart),8,Scanner
4078,Verity Scan (Hart),9,Scanner
4080,OpenElect Voting Optical Scan/OVO (Unisyn),1,Scanner
4081,ExpressVote (ES&S),2,Ballot Marking Device
4081,DS300 (ES&S),4,Scanner
4082,ExpressVote (ES&S),4,Ballot Marking Device
4082,DS200 (ES&S),4,Scanner
4082,DS450 (ES&S),2,Scanner
4083,ExpressVote (ES&S),10,Ballot Marking Device
4083,DS200 (ES&S),2,Scanner
4083,DS450 (ES&S),1,Scanner
4084,ExpressVote (ES&S),2,Ballot Marking Device
4085,ExpressVote (ES&S),24,Ballot Marking Device
4085,DS200 (ES&S),17,Scanner
4086,ExpressVote (ES&S),8,Ballot Marking Device
4086,DS200 (ES&S),1,Scanner
4086,DS450 (ES&S),1,Scanner
4087,DS450 (ES&S),1,Scanner
4088,AccuVote-TSX (Premier),2,DRE with VVPAT
4088,DS300 (ES&S),2,Scanner
4089,ExpressVote (ES&S),2,Ballot Marking Device
4089,DS300 (ES&S),2,Scanner
4090,ExpressVote (ES&S),5,Ballot Marking Device
4090,DS200 (ES&S),6,Scanner
4090,DS450 (ES&S),1,Scanner
4091,ExpressVote (ES&S),2,Ballot Marking Device
4091,DS300 (ES&S),2,Scanner
4092,ExpressVote (ES&S),3,Ballot Marking Device
4092,DS200 (ES&S),1,Scanner
4092,DS450 (ES&S),1,Scanner
4093,ExpressVote (ES&S),2,Ballot Marking Device
4093,DS450 (ES&S),1,Scanner
4094,DS300 (ES&S),0,Scanner
4095,DS300 (ES&S),1,Scanner
4096,ExpressVote (ES&S),2,Ballot Marking Device
4096,DS300 (ES&S),2,Scanner
4097,ImageCast X/ICX DRE (Dominion),665,DRE with VVPAT
4097,ImageCast Central/ICC (Dominion),9,Scanner
4098,ExpressVote (ES&S),9,Ballot Marking Device
4099,ExpressVote (ES&S),4,Ballot Marking Device
4099,DS450 (ES&S),1,Scanner
4100,ExpressVote (ES&S),17,Ballot Marking Device
4100,DS300 (ES&S),2,Scanner
4100,DS450 (ES&S),1,Scanner
4101,ExpressVote (ES&S),25,Ballot Marking Device
4101,DS450 (ES&S),1,Scanner
4102,ExpressVote (ES&S),4,Ballot Marking Device
4102,DS450 (ES&S),2,Scanner
4103,ExpressVote (ES&S),2,Ballot Marking Device
4103,DS300 (ES&S),2,Scanner
4103,DS450 (ES&S),1,Scanner
4104,ExpressVote (ES&S),13,Ballot Marking Device
4104,DS200 (ES&S),2,Scanner
4104,DS450 (ES&S),2,Scanner
4104,DS850 (ES&S),2,Scanner
4105,ExpressVote (ES&S),12,Ballot Marking Device
4105,DS200 (ES&S),1,Scanner
4105,DS450 (ES&S),1,Scanner
4106,ExpressVote (ES&S),6,Ballot Marking Device
4106,DS200 (ES&S),4,Scanner
4106,DS300 (ES&S),8,Scanner
4107,ExpressVote (ES&S),2,Ballot Marking Device
4107,DS200 (ES&S),1,Scanner
4107,DS300 (ES&S),1,Scanner
4108,ExpressVote (ES&S),9,Ballot Marking Device
4108,DS450 (ES&S),3,Scanner
4109,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4110,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4111,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4112,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4113,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4114,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4115,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4116,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4117,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4118,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4119,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4120,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4121,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4122,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4123,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4124,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4125,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4126,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4127,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4128,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4129,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4130,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4131,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4132,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4133,OmniBallot Tablet (Democracy Live),2,Ballot Marking Device
4134,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4135,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4136,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4137,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4138,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4139,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4140,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4141,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4142,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
4143,OmniBallot Tablet (Democracy Live),1,Ballot Marking Device
