region_id,Manufacturer,Model Name,quantity,Equipment Type,Age,OS,Certification Level,Scanning Rate,Error Rate,Reliability
2610,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2610,ES&S,DS200,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2611,ES&S,ExpressVote,12,BMD,11,,VVSG 1.0 (2005),,,
2611,ES&S,DS850,3,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2611,ES&S,DS950,1,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2612,ES&S,ExpressVote,23,BMD,11,,VVSG 1.0 (2005),,,
2612,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2613,ES&S,ExpressVote,9,BMD,11,,VVSG 1.0 (2005),,,
2613,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2614,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2614,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2615,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2615,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2616,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2616,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2617,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2617,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2618,ES&S,ExpressVote,9,BMD,11,,VVSG 1.0 (2005),,,
2618,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2619,ES&S,ExpressVote,4,BMD,11,,VVSG 1.0 (2005),,,
2619,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2620,ES&S,ExpressVote,4,BMD,11,,VVSG 1.0 (2005),,,
2620,ES&S,DS200,4,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2621,ES&S,ExpressVote,29,BMD,11,,VVSG 1.0 (2005),,,
2621,ES&S,DS450,2,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2622,ES&S,ExpressVote,12,BMD,11,,VVSG 1.0 (2005),,,
2622,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2623,ES&S,ExpressVote,12,BMD,11,,VVSG 1.0 (2005),,,
2623,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2624,ES&S,ExpressVote,31,BMD,11,,VVSG 1.0 (2005),,,
2624,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2625,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2625,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2626,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2626,ES&S,DS200,6,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2627,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2627,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2628,ES&S,ExpressVote,10,BMD,11,,VVSG 1.0 (2005),,,
2628,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2629,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2629,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2630,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2630,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2631,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2631,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2632,ES&S,ExpressVote,19,BMD,11,,VVSG 1.0 (2005),,,
2632,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2633,ES&S,ExpressVote,13,BMD,11,,VVSG 1.0 (2005),,,
2633,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2634,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2634,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2635,ES&S,ExpressVote,21,BMD,11,,VVSG 1.0 (2005),,,
2635,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2636,ES&S,ExpressVote,4,BMD,11,,VVSG 1.0 (2005),,,
2636,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2637,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2637,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2638,ES&S,ExpressVote,33,BMD,11,,VVSG 1.0 (2005),,,
2638,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2639,ES&S,ExpressVote,234,BMD,11,,VVSG 1.0 (2005),,,
2639,ES&S,DS850,9,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2640,ES&S,ExpressVote,5,BMD,11,,VVSG 1.0 (2005),,,
2640,ES&S,DS200,5,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2641,ES&S,ExpressVote,8,BMD,11,,VVSG 1.0 (2005),,,
2641,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2642,ES&S,ExpressVote,5,BMD,11,,VVSG 1.0 (2005),,,
2642,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2643,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2643,ES&S,DS200,5,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2644,ES&S,ExpressVote,9,BMD,11,,VVSG 1.0 (2005),,,
2644,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2645,ES&S,ExpressVote,11,BMD,11,,VVSG 1.0 (2005),,,
2645,ES&S,DS850,1,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2646,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2646,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2647,ES&S,ExpressVote,3,BMD,11,,VVSG 1.0 (2005),,,
2647,ES&S,DS200,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2648,ES&S,ExpressVote,4,BMD,11,,VVSG 1.0 (2005),,,
2648,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2649,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2649,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2650,ES&S,ExpressVote,5,BMD,11,,VVSG 1.0 (2005),,,
2650,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2651,ES&S,ExpressVote,25,BMD,11,,VVSG 1.0 (2005),,,
2651,ES&S,DS850,2,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2652,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2652,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2653,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2653,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2654,ES&S,ExpressVote,4,BMD,11,,VVSG 1.0 (2005),,,
2654,ES&S,DS200,4,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2655,ES&S,ExpressVote,5,BMD,11,,VVSG 1.0 (2005),,,
2655,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2656,ES&S,ExpressVote,14,BMD,11,,VVSG 1.0 (2005),,,
2656,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2657,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2657,ES&S,DS200,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2658,ES&S,ExpressVote,9,BMD,11,,VVSG 1.0 (2005),,,
2658,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2659,ES&S,ExpressVote,11,BMD,11,,VVSG 1.0 (2005),,,
2659,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2660,ES&S,ExpressVote,7,BMD,11,,VVSG 1.0 (2005),,,
2660,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2661,ES&S,ExpressVote,10,BMD,11,,VVSG 1.0 (2005),,,
2661,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2662,ES&S,ExpressVote,10,BMD,11,,VVSG 1.0 (2005),,,
2662,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2663,ES&S,ExpressVote,4,BMD,11,,VVSG 1.0 (2005),,,
2663,ES&S,DS200,4,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2664,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2664,ES&S,DS200,6,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2665,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2665,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2666,ES&S,ExpressVote,199,BMD,11,,VVSG 1.0 (2005),,,
2666,ES&S,DS850,6,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2667,ES&S,ExpressVote,25,BMD,11,,VVSG 1.0 (2005),,,
2667,ES&S,DS850,1,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2668,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2668,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2669,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2669,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2670,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2670,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2671,ES&S,ExpressVote,20,BMD,11,,VVSG 1.0 (2005),,,
2671,ES&S,DS450,2,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2672,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2672,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2673,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2673,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2674,ES&S,ExpressVote,5,BMD,11,,VVSG 1.0 (2005),,,
2674,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2675,ES&S,ExpressVote,10,BMD,11,,VVSG 1.0 (2005),,,
2675,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2676,ES&S,ExpressVote,5,BMD,11,,VVSG 1.0 (2005),,,
2676,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2677,ES&S,ExpressVote,11,BMD,11,,VVSG 1.0 (2005),,,
2677,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2678,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2678,ES&S,DS200,6,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2679,ES&S,ExpressVote,3,BMD,11,,VVSG 1.0 (2005),,,
2679,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2680,ES&S,ExpressVote,8,BMD,11,,VVSG 1.0 (2005),,,
2680,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2681,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2681,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2682,ES&S,ExpressVote,28,BMD,11,,VVSG 1.0 (2005),,,
2682,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2683,ES&S,ExpressVote,9,BMD,11,,VVSG 1.0 (2005),,,
2683,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2684,ES&S,ExpressVote,14,BMD,11,,VVSG 1.0 (2005),,,
2684,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2685,ES&S,ExpressVote,12,BMD,11,,VVSG 1.0 (2005),,,
2685,ES&S,DS200,12,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2686,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2686,ES&S,DS200,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2687,ES&S,ExpressVote,10,BMD,11,,VVSG 1.0 (2005),,,
2687,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2688,ES&S,ExpressVote,82,BMD,11,,VVSG 1.0 (2005),,,
2688,ES&S,DS450,3,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2689,ES&S,ExpressVote,20,BMD,11,,VVSG 1.0 (2005),,,
2689,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2690,ES&S,ExpressVote,30,BMD,11,,VVSG 1.0 (2005),,,
2690,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2691,ES&S,ExpressVote,17,BMD,11,,VVSG 1.0 (2005),,,
2691,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2692,ES&S,ExpressVote,9,BMD,11,,VVSG 1.0 (2005),,,
2692,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2693,ES&S,ExpressVote,7,BMD,11,,VVSG 1.0 (2005),,,
2693,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2694,ES&S,ExpressVote,3,BMD,11,,VVSG 1.0 (2005),,,
2694,ES&S,DS200,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2695,ES&S,ExpressVote,1,BMD,11,,VVSG 1.0 (2005),,,
2695,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2696,ES&S,ExpressVote,3,BMD,11,,VVSG 1.0 (2005),,,
2696,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2697,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2697,ES&S,DS200,1,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2698,ES&S,ExpressVote,7,BMD,11,,VVSG 1.0 (2005),,,
2698,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2699,ES&S,ExpressVote,8,BMD,11,,VVSG 1.0 (2005),,,
2699,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2700,ES&S,ExpressVote,16,BMD,11,,VVSG 1.0 (2005),,,
2700,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2701,ES&S,ExpressVote,5,BMD,11,,VVSG 1.0 (2005),,,
2701,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2702,ES&S,ExpressVote,6,BMD,11,,VVSG 1.0 (2005),,,
2702,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2703,ES&S,ExpressVote,2,BMD,11,,VVSG 1.0 (2005),,,
2703,ES&S,DS200,2,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2704,ES&S,ExpressVote,13,BMD,11,,VVSG 1.0 (2005),,,
2704,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2705,Dominion,ImageCast X/ICX DRE,63,,-1,,,,,
2705,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2705,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2705,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2706,Dominion,ImageCast X/ICX DRE,3197,,-1,,,,,
2706,InterScan,HiPro 8x1,6,,-1,,,,,
2707,Dominion,ImageCast X/ICX DRE,132,,-1,,,,,
2707,Dominion,ImageCast Central/ICC,2,,-1,,,,,
2708,Dominion,ImageCast X/ICX DRE,64,,-1,,,,,
2708,Dominion,ImageCast Central/ICC,2,,-1,,,,,
2709,Dominion,ImageCast X/ICX BMD,2,,-1,,,,,
2709,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2710,Dominion,ImageCast X/ICX BMD,8,,-1,,,,,
2710,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2711,Dominion,ImageCast X/ICX DRE,36,,-1,,,,,
2711,Dominion,ImageCast Central/ICC,2,,-1,,,,,
2712,ES&S,ExpressVote,20,BMD,11,,VVSG 1.0 (2005),,,
2712,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2713,Dominion,ImageCast X/ICX DRE,21,,-1,,,,,
2713,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2714,Dominion,ImageCast X/ICX DRE,134,,-1,,,,,
2714,Dominion,ImageCast X/ICX DRE,0,,-1,,,,,
2714,Dominion,ImageCast Central/ICC,2,,-1,,,,,
2714,Dominion,ImageCast Central/ICC,0,,-1,,,,,
2715,Dominion,ImageCast X/ICX BMD,12,,-1,,,,,
2715,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2715,DOMINION,Precinct 2,1,,-1,,,,,
2716,Dominion,ImageCast X/ICX DRE,26,,-1,,,,,
2716,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2717,Dominion,ImageCast X/ICX DRE,20,,-1,,,,,
2717,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2718,Dominion,ImageCast X/ICX DRE,22,,-1,,,,,
2718,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2719,Dominion,ImageCast X/ICX DRE,1320,,-1,,,,,
2719,Dominion,ImageCast Central/ICC,11,,-1,,,,,
2720,Dominion,ImageCast X/ICX BMD,19,,-1,,,,,
2720,Dominion,ImageCast Central/ICC,1,,-1,,,,,
2720,DOMINION,Precinct 2,2,,-1,,,,,
2721,ES&S,ExpressVote,60,BMD,11,,VVSG 1.0 (2005),,,
2721,ES&S,DS200,6,Hand-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2721,ES&S,DS450,1,Batch-Fed Optical Scanner,9,,VVSG 1.0 (2005),72 ballots/minute,,
2721,ES&S,DS950,1,Batch-Fed Optical Scanner,-1,,VVSG 1.0 (2005),,,
2722,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2723,Dominion,AccuVote OS,1,,-1,,,,,
2724,Dominion,AccuVote OS,1,,-1,,,,,
2726,Dominion,AccuVote OS,2,,-1,,,,,
2727,Dominion,AccuVote OS,1,,-1,,,,,
2728,Dominion,AccuVote OS,1,,-1,,,,,
2729,Dominion,AccuVote OS,1,,-1,,,,,
2730,Dominion,AccuVote OS,1,,-1,,,,,
2731,Dominion,AccuVote OS,1,,-1,,,,,
2732,Dominion,AccuVote OS,1,,-1,,,,,
2733,Dominion,AccuVote OS,1,,-1,,,,,
2734,Dominion,AccuVote OS,1,,-1,,,,,
2735,Dominion,AccuVote OS,1,,-1,,,,,
2736,Dominion,AccuVote OS,1,,-1,,,,,
2737,Dominion,AccuVote OS,1,,-1,,,,,
2739,Dominion,AccuVote OS,1,,-1,,,,,
2742,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2748,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2749,Dominion,AccuVote OS,1,,-1,,,,,
2750,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2751,Dominion,AccuVote OS,1,,-1,,,,,
2753,Dominion,AccuVote OS,1,,-1,,,,,
2755,Dominion,AccuVote OS,1,,-1,,,,,
2756,Dominion,AccuVote OS,2,,-1,,,,,
2760,Dominion,AccuVote OS,2,,-1,,,,,
2763,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2764,Dominion,AccuVote OS,1,,-1,,,,,
2765,Dominion,AccuVote OS,1,,-1,,,,,
2766,Dominion,AccuVote OS,1,,-1,,,,,
2767,Dominion,AccuVote OS,1,,-1,,,,,
2768,Dominion,AccuVote OS,1,,-1,,,,,
2769,Dominion,AccuVote OS,1,,-1,,,,,
2770,Dominion,AccuVote OS,1,,-1,,,,,
2774,Dominion,AccuVote OS,2,,-1,,,,,
2776,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2779,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2781,Dominion,AccuVote OS,1,,-1,,,,,
2782,Dominion,AccuVote OS,1,,-1,,,,,
2783,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2787,Dominion,AccuVote OS,2,,-1,,,,,
2789,Dominion,AccuVote OS,1,,-1,,,,,
2802,Dominion,AccuVote OS,2,,-1,,,,,
2828,Dominion,AccuVote OS,2,,-1,,,,,
2831,Dominion,AccuVote OS,1,,-1,,,,,
2833,Dominion,AccuVote OS,1,,-1,,,,,
2834,Dominion,AccuVote OS,1,,-1,,,,,
2835,Dominion,AccuVote OS,1,,-1,,,,,
2839,Dominion,AccuVote OS,2,,-1,,,,,
2841,Dominion,AccuVote OS,1,,-1,,,,,
2843,Dominion,AccuVote OS,2,,-1,,,,,
2844,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2848,Dominion,AccuVote OS,1,,-1,,,,,
2849,Dominion,AccuVote OS,1,,-1,,,,,
2850,Dominion,AccuVote OS,1,,-1,,,,,
2851,Dominion,AccuVote OS,1,,-1,,,,,
2853,Dominion,AccuVote OS,1,,-1,,,,,
2861,Dominion,AccuVote OS,1,,-1,,,,,
2864,Dominion,AccuVote OS,1,,-1,,,,,
2868,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2869,Dominion,AccuVote OS,3,,-1,,,,,
2870,Dominion,AccuVote OS,1,,-1,,,,,
2871,Dominion,AccuVote OS,6,,-1,,,,,
2873,Dominion,AccuVote OS,2,,-1,,,,,
2876,Dominion,AccuVote OS,4,,-1,,,,,
2880,Dominion,AccuVote OS,1,,-1,,,,,
2881,Dominion,AccuVote OS,2,,-1,,,,,
2882,Dominion,AccuVote OS,6,,-1,,,,,
2883,Dominion,AccuVote OS,2,,-1,,,,,
2885,Dominion,AccuVote OS,1,,-1,,,,,
2886,Dominion,AccuVote OS,1,,-1,,,,,
2887,Dominion,AccuVote OS,1,,-1,,,,,
2888,Dominion,AccuVote OS,1,,-1,,,,,
2889,Dominion,AccuVote OS,1,,-1,,,,,
2890,Dominion,AccuVote OS,1,,-1,,,,,
2891,Dominion,AccuVote OS,1,,-1,,,,,
2892,Dominion,AccuVote OS,1,,-1,,,,,
2893,Dominion,AccuVote OS,1,,-1,,,,,
2894,Dominion,AccuVote OS,1,,-1,,,,,
2895,Dominion,AccuVote OS,1,,-1,,,,,
2896,Dominion,AccuVote OS,1,,-1,,,,,
2898,Dominion,AccuVote OS,9,,-1,,,,,
2899,Dominion,AccuVote OS,4,,-1,,,,,
2900,Dominion,AccuVote OS,1,,-1,,,,,
2901,Dominion,AccuVote OS,2,,-1,,,,,
2902,Dominion,AccuVote OS,2,,-1,,,,,
2903,Dominion,AccuVote OS,2,,-1,,,,,
2904,Dominion,AccuVote OS,2,,-1,,,,,
2905,Dominion,AccuVote OS,2,,-1,,,,,
2906,Dominion,AccuVote OS,2,,-1,,,,,
2907,Dominion,AccuVote OS,2,,-1,,,,,
2908,Dominion,AccuVote OS,2,,-1,,,,,
2909,Dominion,AccuVote OS,2,,-1,,,,,
2910,Dominion,AccuVote OS,1,,-1,,,,,
2911,Dominion,AccuVote OS,1,,-1,,,,,
2912,Dominion,AccuVote OS,1,,-1,,,,,
2913,Dominion,AccuVote OS,2,,-1,,,,,
2916,Dominion,AccuVote OS,1,,-1,,,,,
2917,Dominion,AccuVote OS,1,,-1,,,,,
2919,Dominion,AccuVote OS,1,,-1,,,,,
2921,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2922,Dominion,AccuVote OS,1,,-1,,,,,
2924,Dominion,AccuVote OS,1,,-1,,,,,
2926,Dominion,AccuVote OS,1,,-1,,,,,
2927,Dominion,AccuVote OS,1,,-1,,,,,
2928,Dominion,AccuVote OS,1,,-1,,,,,
2929,Dominion,AccuVote OS,1,,-1,,,,,
2930,Dominion,AccuVote OS,1,,-1,,,,,
2931,Dominion,AccuVote OS,1,,-1,,,,,
2932,Dominion,AccuVote OS,1,,-1,,,,,
2933,Dominion,AccuVote OS,1,,-1,,,,,
2934,Dominion,AccuVote OS,1,,-1,,,,,
2935,Dominion,AccuVote OS,1,,-1,,,,,
2938,Dominion,AccuVote OS,1,,-1,,,,,
2939,Dominion,AccuVote OS,1,,-1,,,,,
2940,Dominion,AccuVote OS,1,,-1,,,,,
2941,Dominion,AccuVote OS,1,,-1,,,,,
2942,Dominion,AccuVote OS,1,,-1,,,,,
2944,Dominion,AccuVote OS,2,,-1,,,,,
2945,Dominion,AccuVote OS,1,,-1,,,,,
2946,VotingWorks,VXSUITE 3.1.2,1,,-1,,,,,
2947,Dominion,AccuVote OS,1,,-1,,,,,
2948,Dominion,AccuVote OS,1,,-1,,,,,
2950,Dominion,AccuVote OS,1,,-1,,,,,
2951,Dominion,AccuVote OS,1,,-1,,,,,
2957,Dominion,AccuVote OS,3,,-1,,,,,
2958,Dominion,AccuVote OS,2,,-1,,,,,
2959,Dominion,AccuVote OS,1,,-1,,,,,
2960,Dominion,AccuVote OS,2,,-1,,,,,
