region_id,total_registered_voters,Moved,Death,Felony,Fail Response,Incompetent to Vote,Voter Request,Duplicate Records
1,46292,162,978,43,0,0,17,74
2,207668,4,4116,114,0,1,0,207
3,17656,58,483,2,0,0,0,68
4,15154,27,471,5,0,0,1,27
5,43590,73,1198,56,0,0,2,85
6,7181,22,225,12,0,1,0,10
7,14526,17,478,16,0,0,0,15
8,84073,213,1349,166,0,0,2,194
9,26799,50,681,102,0,1,3,65
10,21374,98,582,32,0,0,0,24
11,31677,22,905,30,0,0,0,48
12,10766,37,341,8,0,0,0,5
13,19143,43,587,6,0,0,0,15
14,10603,15,343,18,0,0,0,12
15,12193,33,329,3,0,0,4,16
16,39774,173,826,17,0,0,36,51
17,45322,72,1223,109,0,0,2,68
18,9820,48,382,29,0,0,1,118
19,8363,20,265,14,0,0,0,12
20,29306,86,850,37,0,0,5,28
21,10851,15,334,1,0,0,2,12
22,66593,156,1863,73,0,0,0,39
23,37100,88,970,50,0,1,3,49
24,29534,60,957,47,0,0,2,56
25,48073,185,1341,71,0,0,16,72
26,63576,372,1432,14,0,2,7,105
27,28277,117,698,84,0,0,1,50
28,77749,179,2363,137,0,1,5,225
29,12897,60,431,26,0,0,0,8
30,19923,47,655,25,0,0,0,33
31,20768,123,636,45,0,1,8,27
32,6572,21,217,11,0,0,1,6
33,12162,0,359,2,0,0,0,32
34,14763,103,400,6,0,0,3,17
35,82248,1137,1969,227,0,1,23,357
36,40987,174,1068,59,0,1,3,21
37,501909,962,11730,650,0,0,82,225
38,11087,31,302,13,0,1,1,13
39,70859,187,1886,70,0,3,17,44
40,25906,49,727,33,0,0,0,59
41,134158,466,1806,111,0,0,30,185
42,82645,511,1726,95,0,2,7,219
43,9668,4,285,13,0,0,0,40
44,16971,16,412,34,0,0,7,34
45,333091,2314,5792,315,0,0,102,174
46,15711,25,483,20,0,0,3,7
47,22676,20,724,19,0,0,4,69
48,67816,173,2040,145,0,0,6,197
49,322520,894,7327,551,0,84,222,327
50,16352,28,486,26,0,0,0,48
51,163673,1247,3818,323,0,0,36,159
52,88609,275,2354,174,0,5,9,97
53,7630,13,266,5,0,0,0,3
54,14037,39,435,10,0,0,2,8
55,24517,110,593,33,0,1,0,44
56,19342,57,430,37,0,0,1,31
57,46543,157,650,65,0,0,1,167
58,73065,121,1803,83,0,0,6,122
59,178361,615,2962,110,0,0,10,45
60,9633,26,231,14,0,0,2,3
61,61345,90,1752,80,0,2,57,220
62,32578,62,976,35,0,0,0,36
63,154595,472,3191,195,0,0,35,101
64,49224,28,1768,54,0,0,20,45
65,13785,25,351,20,0,1,0,31
66,8555,32,255,10,0,1,0,7
67,17826,53,536,39,0,0,0,26
68,611078,2501,10572,1888,28126,0,5830,0
69,57277,298,1325,187,1530,3,152,0
70,93667,613,2508,176,942,22,517,0
71,107747,2156,1579,272,5141,5,86,0
72,38962,256,1420,101,1039,6,100,0
73,23295,140,571,101,678,6,23,0
74,5283,27,129,30,128,0,15,0
75,14515,67,468,75,12,1,40,0
76,3063444,57297,57527,7649,105192,427,21895,0
77,173057,537,5630,596,6743,70,261,0
78,78980,578,2048,381,1912,23,40,1
79,741244,14256,15946,1771,19151,2,8819,0
80,318271,995,6323,1066,4394,72,3971,0
81,33602,42,590,91,1132,9,68,0
82,197449,10344,5982,560,6166,37,645,0
83,128544,264,2380,552,3935,4,757,0
84,9137,15,274,23,0,0,2,10
85,10336,104,303,32,887,0,9,7
86,30823,213,1249,49,2049,0,15,53
87,193492,2068,2812,78,12841,48,49,264
88,25164,219,761,65,2780,0,5,54
89,5211,41,184,4,245,0,4,7
90,2943,29,125,5,282,0,0,1
91,16552,142,400,30,374,0,4,24
92,5714,20,185,11,459,0,4,31
93,12839,108,346,41,0,1,2,22
94,7671,26,192,18,726,0,2,18
95,18252,78,612,76,1344,0,3,65
96,4853,12,139,3,1140,0,1,1
97,12145,52,230,61,1121,1,3,57
98,12583,67,305,56,6,3,7,15
99,58517,221,1132,132,5195,0,5,64
100,36345,22,769,61,2755,3,16,30
101,28441,78,426,48,6078,0,2,17
102,9701,28,266,14,786,0,0,13
103,4212,0,62,5,1,0,0,6
104,6979,67,274,30,4,0,10,41
105,10707,79,324,30,681,0,1,30
106,78723,342,1453,205,5976,0,15,72
107,10691,11,360,20,3,2,2,24
108,7307,88,248,37,546,0,4,10
109,63951,217,1932,67,5900,14,6,175
110,11446,41,278,17,827,0,3,20
111,24086,48,611,64,0,0,2,58
112,9145,59,290,29,0,0,5,2
113,18518,120,465,42,1497,1,8,34
114,7460,4,190,32,63,0,3,31
115,21207,83,539,67,1560,0,4,160
116,10480,27,151,4,0,0,2,11
117,7473,16,223,24,1120,0,2,31
118,37163,195,1023,32,365,1,4,27
119,14599,17,215,24,1,0,5,24
120,3540,23,100,6,939,0,1,12
121,8525,17,268,50,588,0,0,30
122,4059,6,141,2,530,0,0,5
123,5121,15,159,3,583,0,0,4
124,7017,114,237,7,719,2,1,41
125,14136,13,133,27,18,1,7,4
126,50732,164,805,99,33,1,0,11
127,11443,6,250,21,0,0,5,8
128,11586,34,305,21,695,0,4,52
129,27698,87,289,22,1120,0,14,51
130,20151,51,576,23,0,0,2,20
131,3868,14,156,6,248,0,1,16
132,5299,28,74,2,320,0,1,1
133,5781,27,123,14,1,0,0,3
134,6163,91,122,7,0,0,2,8
135,16001,5,231,21,0,0,1,11
136,7014,13,166,4,0,0,3,7
137,8915,29,93,6,1295,0,0,20
138,6469,48,193,12,0,0,2,7
139,12438,54,428,81,1,0,1,16
140,12157,55,385,11,898,0,2,41
141,35172,91,789,104,4131,0,14,53
142,4725,35,75,12,275,0,3,34
143,241753,1276,5033,340,14895,2,39,228
144,10541,18,296,21,629,0,1,25
145,10437,15,132,6,0,0,5,32
146,81462,236,1776,148,5185,0,12,67
147,5009,27,191,21,616,0,2,23
148,6230,1,31,5,0,0,0,7
149,72609,299,1668,212,4858,0,13,146
150,7435,100,190,17,390,0,3,11
151,11175,48,342,19,945,0,1,7
152,8673,31,281,13,1490,0,1,12
153,27463,80,665,63,0,2,3,66
154,11790,103,337,21,285,1,3,196
155,148050,767,2149,368,12069,3,64,103
156,46212,138,641,112,3515,0,97,64
157,4195,11,80,6,0,1,0,3
158,9813,24,252,5,937,0,0,4
159,1181,169,25,0,0,0,8,0
160,28344,2829,826,41,277,1,112,0
161,152776,6973,2836,65,4,0,226,0
162,11198,778,236,7,30,0,3,0
163,789340,17888,2990,68,8,8,3,0
164,19469,245,92,9,134,0,2,0
165,149281,11985,2788,40,11639,5,435,0
166,613741,21652,10890,527,86,201,5907,0
167,15969,1320,501,21,41,0,17,0
168,102109,157,2210,67,4677,0,560,0
169,119053,928,236,12,0,1,0,0
170,12445,40,315,8,0,1,515,0
171,505590,17954,9638,354,33670,33,633,0
172,78919,6563,2026,283,0,9,57,0
173,48271,3240,1206,64,435,0,167,0
174,17570,473,116,0,3,0,35,0
175,6290572,97400,84739,1365,587596,129,2545,0
176,84219,5916,1624,114,15605,4,30,0
177,191596,15405,4030,15,3225,1,429,0
178,13233,514,134,0,0,0,13,0
179,60657,13,226,9,0,0,24,0
180,159639,12522,2559,184,1246,10,121,0
181,6392,95,18,0,38,0,0,0
182,9175,841,95,0,574,0,11,0
183,232769,15839,10153,263,13623,15,310,0
184,91759,6401,1802,28,990,25,211,0
185,91682,0,1547,7,778,0,170,0
186,2190802,116248,35350,448,33825,16,1950,0
187,319375,21673,6094,57,19146,0,198,0
188,18559,68,338,14,0,0,135,0
189,1709363,82983,30466,1328,478,266,3589,0
190,1020531,55820,18073,502,66893,15,2613,0
191,39465,2990,554,32,5224,1,203,0
192,1439146,16981,3022,172,0,5,209,0
193,2228462,28706,32212,1074,306033,25,1099,0
194,596864,52438,8989,168,14412,6,1379,0
195,436112,25303,7830,504,42375,0,732,0
196,209304,5955,1285,41,6192,1,144,0
197,471083,38628,7608,99,102734,65,1328,0
198,266852,1988,5246,95,26430,3,670,0
199,1134366,69221,13211,467,196297,15,1837,0
200,220695,16259,3342,46,15,128,147,0
201,147390,6385,3626,199,1196,45,216,0
202,2326,242,61,2,115,0,24,0
203,32115,261,144,6,27,0,17,0
204,297743,503,5220,47,61872,4,255,0
205,358631,17713,7418,160,47,11,478,0
206,381632,13689,6723,220,1853,1,306,0
207,61437,4691,1197,49,144,46,137,0
208,44143,1230,368,0,0,0,8,0
209,9101,2,194,0,0,0,44,0
210,238783,10900,4217,145,25612,1,502,0
211,39235,4057,1288,25,5,5,12,0
212,579534,27932,10788,167,57720,1,714,0
213,148615,15746,2436,49,12197,6,172,0
214,47111,4351,992,123,5161,0,42,0
215,1096859,44301,15206,227,39383,1329,79,0
216,38014,3198,993,18,4655,3,115,0
217,356527,523,8060,1157,12607,0,5508,64
218,11893,92,368,78,518,0,114,6
219,482362,5686,10787,1086,19025,0,4835,267
220,13578,87,302,18,642,0,450,0
221,2874,42,149,21,84,0,7,0
222,3483,23,186,14,37,0,9,0
223,262877,526,4944,327,10134,0,6378,13
224,62801,1323,1164,73,1930,0,704,6
225,19042,248,489,34,892,0,245,0
226,1379,0,56,5,33,0,19,0
227,8636,140,180,14,415,0,106,0
228,5901,0,234,19,205,0,108,0
229,3450,4,146,18,98,0,33,0
230,2543,11,99,4,109,0,30,0
231,5178,132,147,0,219,0,47,0
232,26228,104,1014,55,624,0,421,2
233,561253,7617,12827,2181,20424,0,5685,108
234,1842,0,54,0,160,0,14,0
235,315901,6378,4798,180,7625,0,5045,15
236,40072,288,458,24,1496,0,911,2
237,26254,284,467,16,689,0,330,5
238,587655,7111,12543,1743,24047,0,9996,96
239,35686,423,1457,82,1065,0,327,1
240,43462,395,909,58,1694,0,665,7
241,5858,19,98,6,444,0,149,5
242,13926,178,239,24,713,0,353,0
243,15123,80,228,12,639,0,365,0
244,750,59,24,3,9,0,11,0
245,6440,124,280,7,249,0,38,6
246,1196,5,28,2,27,0,11,0
247,480149,6210,11714,943,13375,0,5587,83
248,1115,0,36,0,44,0,3,2
249,5289,81,200,4,217,0,34,2
250,6392,31,97,6,362,0,47,16
251,52091,157,995,95,2724,0,507,26
252,304750,5511,6402,523,10206,0,2558,47
253,12701,38,526,47,503,0,105,0
254,3693,7,140,9,110,0,60,0
255,14043,130,557,80,442,0,113,3
256,129585,1077,3915,569,3686,0,2266,8
257,1004,8,51,0,35,0,9,0
258,10272,63,236,23,481,0,90,0
259,22627,161,718,83,1308,0,258,5
260,34857,411,1296,71,914,0,421,4
261,20373,107,629,67,541,0,127,0
262,13914,71,698,49,331,0,88,3
263,5193,9,116,0,127,0,161,0
264,17068,296,340,27,1032,0,204,0
265,3160,6,133,2,80,0,26,6
266,15604,79,194,1,522,0,349,2
267,7982,21,276,42,333,0,43,4
268,128315,163,4936,644,3683,0,1591,23
269,5182,85,143,8,235,0,36,3
270,9556,34,299,42,110,0,67,77
271,22738,429,339,24,994,0,321,11
272,5254,67,160,17,211,0,71,7
273,828,8,20,0,36,0,20,2
274,6840,21,89,4,333,0,196,5
275,1924,21,99,2,93,0,9,0
276,25666,350,225,13,1793,0,537,9
277,22912,674,514,43,1350,0,284,5
278,3663,17,125,9,107,0,68,0
279,258022,3307,5302,619,6942,0,1418,49
280,6348,70,239,4,126,0,55,0
281,14521,848,112,0,0,0,0,0
282,82917,3096,569,138,0,0,0,0
283,14260,809,99,0,0,0,0,0
284,47687,2770,318,2,0,0,0,0
285,16261,1069,56,1,0,0,0,0
286,6181,310,28,0,0,0,0,0
287,46652,2181,217,2,0,0,0,0
288,46754,1215,219,2,0,0,0,0
289,14610,817,68,0,0,0,0,0
290,16266,556,82,0,0,0,0,0
291,11030,401,53,1,0,0,0,0
292,20996,1483,116,2,0,0,0,0
293,65252,3955,315,17,0,0,0,0
294,7479,563,56,0,0,0,0,0
295,21536,692,68,0,0,0,0,0
296,31824,2527,256,3,0,0,0,0
297,2894,171,19,0,0,0,0,0
298,83115,5624,498,27,0,0,0,0
299,17986,2484,276,12,0,0,0,0
300,29033,1689,194,4,0,0,0,0
301,8415,377,29,0,0,0,0,0
302,22390,870,112,2,0,0,0,0
303,14351,898,56,0,0,0,0,0
304,15423,1073,99,0,0,0,0,0
305,16301,1078,137,2,0,0,0,0
306,17377,1662,188,14,0,0,0,0
307,39664,3417,398,43,0,0,0,0
308,7618,609,31,0,0,0,0,0
309,8569,672,68,1,0,0,0,0
310,4220,291,30,2,0,0,0,0
311,33609,2884,258,27,0,0,0,0
312,9522,738,61,1,0,0,0,0
313,29477,1432,233,11,0,0,0,0
314,22088,1550,162,3,0,0,0,0
315,27654,1650,180,3,0,0,0,0
316,9359,617,64,0,0,0,0,0
317,65442,4371,351,173,0,0,0,0
318,1619,112,14,1,0,0,0,0
319,39261,3633,248,22,0,0,0,0
320,5100,363,25,1,0,0,0,0
321,40364,3373,258,56,0,0,0,0
322,23075,1962,212,4,0,0,0,0
323,13399,1162,103,1,0,0,0,0
324,14468,1288,136,2,0,0,0,0
325,21273,1328,135,1,0,0,0,0
326,34358,2133,250,4,0,0,0,0
327,19407,1234,171,1,0,0,0,0
328,11196,651,78,0,0,0,0,0
329,47863,3149,282,5,0,0,0,0
330,20444,1520,166,1,0,0,0,0
331,10509,1709,187,9,0,0,0,0
332,23129,774,89,1,0,0,0,0
333,3087,220,20,0,0,0,0,0
334,3081,201,28,0,0,0,0,0
335,1510,74,15,0,0,0,0,0
336,799,33,9,1,0,0,0,0
337,1172,69,10,0,0,0,0,0
338,1256,84,12,0,0,0,0,0
339,2559,231,23,0,0,0,0,0
340,4740,330,30,0,0,0,0,0
341,2374,126,20,0,0,0,0,0
342,6719,460,44,2,0,0,0,0
343,1881,145,16,0,0,0,0,0
344,5515,357,23,0,0,0,0,0
345,19747,1115,116,0,0,0,0,0
346,1245,74,13,0,0,0,0,0
347,2483,176,39,0,0,0,0,0
348,9660,730,53,0,0,0,0,0
349,1866,106,16,0,0,0,0,0
350,3374,135,35,0,0,0,0,0
351,1998,100,19,1,0,0,0,0
352,5790,517,53,4,0,0,0,0
353,24089,1607,118,11,0,0,0,0
354,1197,65,11,0,0,0,0,0
355,2902,153,28,1,0,0,0,0
356,16298,1126,95,2,0,0,0,0
357,7397,766,59,6,0,0,0,0
358,8583,596,53,0,0,0,0,0
359,3157,252,33,0,0,0,0,0
360,11087,644,77,0,0,0,0,0
361,11683,1059,107,2,0,0,0,0
362,3764,277,20,0,0,0,0,0
363,5906,365,20,1,0,0,0,0
364,7572,563,62,1,0,0,0,0
365,10352,864,57,0,0,0,0,0
366,5911,385,61,0,0,0,0,0
367,6933,479,64,1,0,0,0,0
368,5386,338,32,2,0,0,0,0
369,3674,316,36,0,0,0,0,0
370,34143,3075,136,3,0,0,0,0
371,9732,649,82,0,0,0,0,0
372,7366,559,63,1,0,0,0,0
373,5481,450,30,1,0,0,0,0
374,12051,1021,78,7,0,0,0,0
375,4895,427,23,0,0,0,0,0
376,4357,268,32,0,0,0,0,0
377,23463,1943,212,10,0,0,0,0
378,22123,1366,130,1,0,0,0,0
379,7377,810,49,3,0,0,0,0
380,18725,1694,171,15,0,0,0,0
381,18032,1046,157,1,0,0,0,0
382,40092,3116,313,1,0,0,0,0
383,15338,818,108,0,0,0,0,0
384,36995,2837,223,24,0,0,0,0
385,6869,512,30,0,0,0,0,0
386,42562,2800,305,11,0,0,0,0
387,20700,1557,177,3,0,0,0,0
388,71747,3804,307,98,0,0,0,0
389,10525,765,100,1,0,0,0,0
390,19499,1264,140,3,0,0,0,0
391,11303,622,106,0,0,0,0,0
392,10622,700,53,3,0,0,0,0
393,7501,412,57,0,0,0,0,0
394,12438,958,107,1,0,0,0,0
395,16389,1195,167,0,0,0,0,0
396,31578,2237,242,6,0,0,0,0
397,61979,2692,486,150,0,0,0,0
398,31985,2046,249,19,0,0,0,0
399,11973,886,105,5,0,0,0,0
400,7052,388,64,0,0,0,0,0
401,2111,183,18,0,0,0,0,0
402,12552,1043,49,3,0,0,0,0
403,15389,1124,141,4,0,0,0,0
404,1552,128,15,0,0,0,0,0
405,8942,633,56,0,0,0,0,0
406,25076,1990,138,0,0,0,0,0
407,5565,337,45,0,0,0,0,0
408,10912,1001,60,6,0,0,0,0
409,3115,201,18,0,0,0,0,0
410,1973,108,19,0,0,0,0,0
411,12427,953,88,4,0,0,0,0
412,18800,1413,88,16,0,0,0,0
413,4609,204,29,0,0,0,0,0
414,23245,2855,84,17,0,0,0,0
415,6591,466,48,1,0,0,0,0
416,3716,226,27,0,0,0,0,0
417,3369,276,29,1,0,0,0,0
418,2190,189,12,0,0,0,0,0
419,16240,859,121,1,0,0,0,0
420,1946,72,23,0,0,0,0,0
421,15805,1164,146,4,0,0,0,0
422,2478,220,14,0,0,0,0,0
423,4027,284,30,0,0,0,0,0
424,4368,287,30,0,0,0,0,0
425,9966,724,44,2,0,0,0,0
426,12346,1055,80,2,0,0,0,0
427,7886,589,53,0,0,0,0,0
428,11971,2052,95,1,0,0,0,0
429,15636,366,51,1,0,0,0,0
430,8404,533,61,2,0,0,0,0
431,11871,675,59,2,0,0,0,0
432,670,51,4,0,0,0,0,0
433,20969,2353,174,11,0,0,0,0
434,4010,370,31,1,0,0,0,0
435,3256,268,23,0,0,0,0,0
436,5923,427,49,1,0,0,0,0
437,4096,203,34,2,0,0,0,0
438,1696,112,12,0,0,0,0,0
439,1291,102,7,0,0,0,0,0
440,1450,104,11,0,0,0,0,0
441,13017,772,95,0,0,0,0,0
442,11135,683,100,3,0,0,0,0
443,3259,198,27,0,0,0,0,0
444,6973,421,33,0,0,0,0,0
445,1242,79,13,0,0,0,0,0
446,3009,132,18,0,0,0,0,0
447,7396,248,60,1,0,0,0,0
448,13537,1057,108,9,0,0,0,0
449,6806,323,60,0,0,0,0,0
450,143562,5585,4804,796,1220,0,541,152
451,437544,20827,9736,1816,8885,0,2295,517
452,207335,10975,7337,820,1286,0,716,379
453,612904,19016,8876,0,103349,0,0,1803
454,197100,16525,3373,107,4843,0,0,28
455,19372,730,433,103,260,0,20,20
456,138746,5625,3174,806,5442,4,1166,122
457,18964,1273,548,132,114,0,36,9
458,491096,19184,13692,1456,13272,76,1720,290
459,1309269,72605,22595,3115,25377,0,987,1571
460,8980,558,279,63,281,2,8,0
461,173983,10825,5535,392,0,31,696,63
462,136898,6475,5287,457,3570,30,941,166
463,176617,12160,3515,450,2377,0,629,162
464,278208,15098,6892,373,11820,17,724,172
465,46815,2327,1378,248,763,0,337,28
466,19761,955,597,86,172,1,0,13
467,11477,559,431,81,0,0,19,9
468,694890,36514,14177,3020,12869,0,0,809
469,257698,9928,5736,1295,4633,18,694,212
470,111041,6397,3048,1,3541,0,0,118
471,8637,573,233,55,64,0,33,15
472,32155,1429,816,293,6,0,34,37
473,14486,64,458,54,0,3,4,7
474,7769,539,257,0,460,0,18,3
475,12355,605,312,59,0,1,1,27
476,8710,446,292,56,126,1,0,16
477,13078,599,366,46,0,4,31,46
478,22638,1227,449,121,573,3,5,39
479,158914,9832,5166,12,1587,0,24,71
480,72531,4610,2781,245,975,5,35,36
481,987402,61151,19000,3724,23563,143,9899,1214
482,12382,596,377,75,652,0,0,10
483,127766,7027,4320,390,2,27,802,98
484,30465,1056,954,174,303,6,167,21
485,10013,578,289,71,759,0,0,3
486,4850,267,161,23,79,0,7,2
487,317725,18734,8205,707,5527,1,870,189
488,577466,24821,13660,1258,20446,106,9376,434
489,217060,18106,3834,1154,6561,0,720,214
490,33542,2187,1094,160,792,2,78,68
491,4631,226,148,41,0,1,6,18
492,12706,482,385,2,601,0,107,12
493,308005,19032,7710,593,4359,0,1048,234
494,294136,15016,9810,1098,5636,52,461,241
495,124072,9786,4023,284,3766,8,422,67
496,1613919,70497,31041,3620,14882,0,2101,2656
497,59868,5339,1117,1,3059,1,0,85
498,83662,4256,1792,254,2457,2,0,180
499,177970,8897,3263,380,6599,13,822,6
500,24329,1426,770,137,0,3,68,8
501,970039,78050,13711,2665,31755,98,235,1017
502,282938,22117,4198,537,12398,2,1043,303
503,1057193,52350,24604,2520,4667,102,1523,2429
504,448896,29912,11519,1349,8441,0,1511,52
505,720187,42244,19363,2678,14926,153,1680,878
506,561267,23609,12808,1855,5052,75,2852,1419
507,55479,2753,1810,405,563,1,117,49
508,257478,16922,4277,452,4548,28,214,282
509,267601,14935,6512,1095,6510,0,679,293
510,171540,8388,3066,451,4729,0,0,107
511,368363,26864,11160,776,8783,61,0,217
512,373615,33552,6469,941,3166,56,984,162
513,125893,6697,4796,240,2594,16,681,52
514,30407,1694,1032,0,0,0,53,42
515,13380,659,473,0,577,0,28,3
516,7973,517,114,43,182,1,0,8
517,454489,21349,13336,1454,20477,0,4,248
518,25549,1496,580,1,229,0,54,17
519,66328,5968,1445,227,465,1,3,74
520,17311,981,587,103,76,0,43,12
521,12620,8,319,103,269,0,2,92
522,5068,3,135,45,11,0,0,102
523,7206,10,233,75,74,0,9,24
524,2259,7,97,16,6,0,2,26
525,29195,54,746,225,147,0,4,163
526,15335,30,326,130,62,1,2,45
527,67800,220,1173,468,1226,0,18,208
528,89256,264,1547,760,1581,1,53,361
529,11243,20,280,176,370,2,6,109
530,12986,36,401,147,393,1,3,84
531,117842,1073,3334,1059,3324,1,77,1190
532,8551,29,293,51,136,0,9,48
533,12913,26,391,92,266,5,5,74
534,12057,15,379,124,112,0,6,115
535,38708,258,593,123,1182,1,18,351
536,53364,200,1222,463,1599,11,35,229
537,18292,46,632,183,103,0,28,129
538,19622,53,546,145,320,0,10,106
539,3207,8,123,41,6,0,3,21
540,44519,414,756,163,2593,0,140,279
541,7262,13,228,75,193,2,1,48
542,96814,356,2282,690,894,12,48,446
543,52719,514,1313,227,1658,6,30,168
544,7444,39,258,37,284,1,8,37
545,238166,818,2816,1066,10905,1,878,1903
546,5243,49,72,27,175,1,19,71
547,16311,44,464,182,264,2,1,38
548,222547,1062,3311,558,2891,15,23,396
549,86254,747,1425,698,2208,1,20,598
550,2233,46,82,34,43,0,2,32
551,216028,135,3139,1531,4240,2,240,2084
552,4545,7,125,43,36,0,5,25
553,590116,962,7715,1681,9053,3,3051,1832
554,27381,20,624,97,173,0,14,42
555,28519,54,671,207,512,0,0,119
556,127795,1305,1892,351,4511,2,87,585
557,12082,20,317,105,282,2,1,41
558,121202,704,1979,431,2918,7,28,483
559,9329,48,302,44,170,2,5,60
560,14029,27,427,133,236,0,4,67
561,14500,159,307,56,725,1,33,65
562,26837,145,497,162,373,2,17,54
563,18897,24,547,171,389,6,37,122
564,588786,2308,8142,2234,10502,3,604,1832
565,12376,54,421,99,188,3,8,65
566,6552,7,169,63,94,1,0,54
567,69896,108,1370,722,2414,0,67,1555
568,115511,285,1707,651,2075,0,120,937
569,7921,9,187,92,199,1,3,69
570,2276,12,66,21,72,1,0,11
571,54376,208,806,285,1168,6,42,564
572,14221,101,414,125,278,0,0,55
573,15390,11,444,146,307,1,5,100
574,6875,9,248,69,132,0,3,74
575,23004,248,721,93,236,0,9,116
576,102320,427,1619,199,1438,8,147,560
577,68922,251,1649,554,465,1,50,297
578,183765,2085,2584,289,2482,1,44,643
579,17983,77,511,157,294,0,8,73
580,896469,3584,10955,4994,16507,3,1604,10320
581,26063,163,652,156,436,0,8,27
582,2208,1,63,15,39,1,0,4
583,70471,535,1714,464,1207,0,96,568
584,42327,178,1029,411,251,8,4,95
585,16933,45,509,167,125,2,10,80
586,17211,162,450,103,224,1,5,95
587,663805,3500,7439,1855,18045,3,676,5228
588,33510,124,888,244,579,0,10,163
589,152901,915,2784,1014,3290,1,24,688
590,6333,11,215,49,101,2,3,76
591,24351,59,686,184,349,3,44,112
592,30434,83,535,100,535,0,88,234
593,20463,104,609,136,359,0,7,95
594,9160,63,323,86,137,0,3,16
595,201128,600,2824,783,4200,0,147,1331
596,126222,518,2244,659,3986,0,16,571
597,6615,7,181,58,25,0,3,94
598,66696,309,1119,389,687,0,20,316
599,12778,27,295,82,125,2,1,87
600,9396,13,254,78,193,0,11,47
601,12020,7,361,101,41,0,2,72
602,5577,5,198,49,102,0,2,20
603,5938,5,183,36,28,1,0,22
604,22545,82,509,176,211,3,3,99
605,15419,39,399,118,146,2,1,97
606,6691,19,144,55,368,1,3,44
607,36528,90,1322,384,333,6,32,250
608,25728,166,475,101,669,1,15,137
609,46576,253,622,229,3366,0,21,285
610,6830,14,202,51,104,0,6,55
611,13371,32,195,70,318,0,11,121
612,87260,364,1599,768,2976,0,61,650
613,26017,85,643,166,296,0,34,81
614,16641,18,418,125,290,2,15,121
615,10675,56,341,74,308,4,9,59
616,7587,4,325,98,110,1,1,78
617,23929,33,544,164,332,1,40,130
618,5468,10,172,20,78,0,3,51
619,17814,39,436,163,288,0,3,72
620,4168,4,154,9,122,0,6,26
621,14589,4,417,179,318,2,5,127
622,24340,72,516,125,117,2,0,117
623,5882,16,171,52,89,0,1,41
624,17349,48,387,111,224,2,3,95
625,26822,46,558,264,492,0,3,123
626,150724,406,3025,1221,2842,0,49,847
627,94719,274,1666,692,1924,10,87,396
628,34261,212,530,56,616,4,17,140
629,12181,47,304,75,8,1,5,68
630,138413,684,1971,526,3079,1,117,759
631,21023,39,468,125,466,0,2,199
632,29196,117,624,200,209,0,15,130
633,14195,31,305,88,107,4,5,61
634,16227,38,326,54,157,5,2,67
635,28759,29,736,214,543,3,8,246
636,6323,15,227,60,134,1,2,100
637,18171,53,496,135,145,0,4,108
638,1787,9,70,11,84,0,3,39
639,14964,54,412,60,131,0,70,59
640,4710,5,149,47,57,2,5,44
641,154655,739,3356,1277,7508,21,49,1398
642,72536,313,1234,414,1032,5,116,540
643,3251,16,86,14,35,0,1,22
644,10516,34,318,210,179,1,0,35
645,6806,19,148,42,51,1,3,14
646,53315,219,1353,515,1056,8,8,352
647,20940,66,625,208,428,0,25,181
648,3035,1,111,17,112,0,0,52
649,19418,15,557,152,120,2,17,168
650,4867,7,170,35,51,0,9,23
651,1303,3,65,8,15,0,1,12
652,13381,37,430,94,204,0,4,67
653,5783,22,161,42,23,1,0,25
654,6731,9,196,73,148,0,7,52
655,6938,10,259,51,135,2,2,101
656,33984,96,863,281,900,4,3,176
657,27985,26,588,227,678,0,21,103
658,17895,49,496,129,428,1,4,93
659,12067,97,408,47,471,0,19,90
660,4593,5,148,47,107,0,3,28
661,49910,663,1346,580,1550,2,127,250
662,6138,7,167,60,91,3,0,32
663,6536,2,249,43,73,1,5,41
664,23389,205,585,79,525,0,32,102
665,20394,42,1243,143,188,0,19,121
666,50165,377,954,210,1593,7,6,234
667,83345,281,1479,479,1214,2,20,396
668,23007,58,599,141,630,2,1,100
669,4095,9,129,26,61,1,1,22
670,13896,27,366,94,176,1,3,97
671,20822,49,529,138,417,0,10,98
672,1838,0,44,3,12,0,0,19
673,3422,3,103,32,62,0,2,18
674,23853,122,527,156,383,6,33,76
675,64120,296,1322,524,330,2,8,399
676,4975,3,149,33,75,1,1,40
677,7304,14,256,66,121,0,1,57
678,7058,2,201,51,68,0,0,77
679,14708,29,457,131,261,8,4,135
680,135537,474,2554,11,0,0,371,256
681,565099,1247,10569,2,0,0,1232,593
682,0,0,0,0,0,0,0,0
683,48139,190,910,5,0,0,140,97
684,112558,374,2026,5,0,0,512,257
685,346361,1707,4471,189,1,0,0,44
686,3378,11,54,1,0,0,0,2
687,52897,179,916,39,0,0,0,10
688,4167,52,81,3,0,0,0,0
689,6769,25,141,12,0,0,0,2
690,26384,56,458,20,0,0,0,2
691,17472,79,179,7,0,0,0,1
692,6511,25,30,0,0,0,0,4
693,37335,340,587,10,0,0,0,9
694,73670,1177,1129,67,0,0,0,2
695,8889,95,192,5,0,0,0,0
696,1755,47,50,1,0,0,0,2
697,880,10,9,0,0,0,0,0
698,134650,370,1648,90,1,0,0,6
699,4390,103,105,4,0,0,0,2
700,12021,569,240,8,0,0,0,0
